subj,task,run,abs_mean,rel_mean,pct_removed
178748,WM,RL,0.463787,0.060129,0.600000
178950,WM,LR,0.266905,0.063115,0.580000
178950,WM,RL,0.190391,0.081487,0.517241
180230,WM,LR,0.115729,0.076616,0.359375
180230,WM,RL,0.186486,0.093106,0.325000
180836,WM,LR,0.406226,0.087487,0.492308
180836,WM,RL,0.371297,0.094960,0.521739
181131,WM,LR,0.371589,0.128159,0.420290
181131,WM,RL,0.262127,0.127971,0.402597
187143,WM,LR,0.212663,0.094026,0.310345
187143,WM,RL,0.126720,0.091383,0.361111
188145,WM,LR,0.312370,0.107214,0.615385
188145,WM,RL,0.184381,0.102691,0.653846
188347,WM,LR,0.625129,0.069092,0.565789
188347,WM,RL,0.444736,0.069637,0.558824
188448,WM,LR,0.122940,0.055360,0.315789
188448,WM,RL,0.200493,0.061736,0.325301
188549,WM,LR,0.066720,0.055096,0.258621
188549,WM,RL,0.130809,0.054115,0.316667
191235,WM,LR,1.102540,0.100983,0.483146
191235,WM,RL,1.273810,0.081677,0.551020
192843,WM,LR,0.201028,0.064801,0.395062
192843,WM,RL,0.703227,0.064411,0.405941
193239,WM,LR,0.992377,0.069792,0.461538
193239,WM,RL,0.250774,0.073582,0.516129
196144,WM,LR,0.186130,0.095851,0.566667
196144,WM,RL,0.155786,0.082714,0.641791
196346,WM,LR,0.312940,0.062341,0.369231
196346,WM,RL,0.263591,0.062939,0.263158
198350,WM,LR,0.566505,0.115506,0.355140
198350,WM,RL,0.526797,0.079841,0.408602
199958,WM,LR,0.272302,0.081280,0.484375
199958,WM,RL,1.472160,0.075761,0.560000
202113,WM,LR,0.339034,0.067414,0.308943
202113,WM,RL,0.973548,0.070759,0.355140
204622,WM,LR,0.229575,0.087009,0.415385
204622,WM,RL,0.210596,0.092564,0.435294
206828,WM,LR,0.186204,0.084746,0.439394
206828,WM,RL,0.262604,0.077073,0.372881
208125,WM,LR,1.095260,0.065876,0.454545
208125,WM,RL,0.800067,0.053022,0.439394
208226,WM,LR,0.642685,0.096054,0.412500
208226,WM,RL,0.604996,0.087865,0.460526
208327,WM,LR,0.132504,0.049063,0.402597
208327,WM,RL,0.421059,0.053598,0.386667
209935,WM,LR,0.347963,0.054497,0.343284
209935,WM,RL,0.660257,0.053339,0.269841
210415,WM,LR,0.763250,0.180023,0.608696
210415,WM,RL,0.675818,0.168151,0.625000
211114,WM,LR,0.311447,0.121343,0.526316
211114,WM,RL,0.596278,0.093929,0.481928
211215,WM,LR,0.404102,0.062692,0.507042
211215,WM,RL,0.520002,0.066447,0.519481
211619,WM,LR,0.261885,0.059935,0.351351
211619,WM,RL,0.198385,0.077518,0.369863
211720,WM,LR,0.919008,0.083454,0.451613
211720,WM,RL,0.533945,0.074566,0.380282
217429,WM,LR,0.388339,0.039867,0.388889
217429,WM,RL,0.562929,0.040934,0.453125
224022,WM,LR,0.220968,0.168275,0.492537
224022,WM,RL,0.186844,0.157100,0.457831
237334,WM,LR,0.266485,0.087153,0.507463
237334,WM,RL,0.272137,0.097145,0.457627
250932,WM,LR,1.415740,0.069271,0.645570
250932,WM,RL,0.637624,0.060712,0.629032
256540,WM,LR,0.152644,0.066566,0.408163
256540,WM,RL,0.452187,0.060852,0.400000
275645,WM,LR,0.814510,0.131200,0.500000
275645,WM,RL,0.530172,0.106967,0.400000
304020,WM,LR,0.273640,0.110681,0.555556
304020,WM,RL,0.398176,0.129798,0.519481
305830,WM,LR,0.253508,0.150852,0.500000
305830,WM,RL,0.515433,0.117006,0.636364
308331,WM,LR,0.843771,0.087299,0.561644
308331,WM,RL,0.536771,0.079774,0.583333
317332,WM,LR,0.248448,0.080394,0.415584
317332,WM,RL,0.432985,0.066855,0.467532
329844,WM,LR,0.305981,0.072845,0.600000
329844,WM,RL,0.253229,0.076462,0.478261
334635,WM,LR,0.192448,0.089064,0.404255
334635,WM,RL,0.220793,0.093950,0.400000
346137,WM,LR,0.302384,0.134047,0.625000
346137,WM,RL,0.324734,0.151116,0.517857
349244,WM,LR,0.299380,0.065391,0.412500
349244,WM,RL,0.314232,0.057364,0.329897
350330,WM,LR,0.168574,0.076195,0.344262
350330,WM,RL,0.243904,0.074373,0.442857
355239,WM,LR,1.241070,0.128116,0.477612
355239,WM,RL,0.910818,0.142233,0.357143
378857,WM,LR,1.219270,0.073535,0.506494
378857,WM,RL,0.730591,0.061139,0.515152
379657,WM,LR,0.851327,0.077886,0.450000
379657,WM,RL,1.296790,0.085088,0.461538
381543,WM,LR,0.188557,0.053824,0.363636
381543,WM,RL,0.227404,0.051081,0.372093
394956,WM,LR,0.372394,0.058038,0.375000
394956,WM,RL,0.343495,0.047405,0.402299
406432,WM,LR,0.315223,0.084076,0.452381
406432,WM,RL,0.394385,0.070910,0.455696
419239,WM,LR,0.300850,0.155579,0.477612
419239,WM,RL,0.381087,0.110871,0.433333
436239,WM,LR,0.383474,0.076682,0.507463
436239,WM,RL,0.614297,0.064697,0.474576
445543,WM,LR,0.376423,0.112890,0.543478
445543,WM,RL,0.406844,0.088629,0.346667
459453,WM,LR,0.366203,0.080391,0.444444
459453,WM,RL,0.806188,0.081942,0.467742
475855,WM,LR,0.694880,0.080612,0.416667
475855,WM,RL,0.620993,0.085114,0.385714
510326,WM,LR,0.310437,0.076016,0.285714
510326,WM,RL,0.431699,0.084606,0.292453
513736,WM,LR,0.632361,0.063713,0.500000
513736,WM,RL,1.354620,0.069811,0.363636
522434,WM,LR,0.232427,0.069746,0.482759
522434,WM,RL,0.127959,0.074822,0.578125
529549,WM,LR,0.257544,0.077827,0.394366
529549,WM,RL,0.614252,0.071090,0.424242
530635,WM,LR,0.201562,0.090269,0.417910
530635,WM,RL,0.355580,0.080931,0.385714
540436,WM,LR,0.508611,0.050426,0.505882
540436,WM,RL,0.397828,0.047403,0.466667
553344,WM,LR,0.523182,0.066402,0.298701
553344,WM,RL,0.318216,0.058445,0.259259
555651,WM,LR,0.664682,0.076330,0.391304
555651,WM,RL,0.325373,0.053798,0.371429
559457,WM,LR,0.166097,0.111289,0.273684
559457,WM,RL,0.456739,0.105600,0.443299
566454,WM,LR,0.531531,0.104590,0.633333
566454,WM,RL,0.199583,0.143222,0.586207
571144,WM,LR,0.221341,0.040678,0.315789
571144,WM,RL,0.261542,0.045879,0.350000
580650,WM,LR,0.710757,0.127622,0.453125
580650,WM,RL,0.384678,0.134294,0.450000
581349,WM,LR,0.666151,0.083580,0.444444
581349,WM,RL,0.753301,0.093689,0.428571
587664,WM,LR,0.267978,0.059973,0.482143
587664,WM,RL,1.706150,0.111040,0.727273
588565,WM,LR,0.133713,0.066710,0.375000
588565,WM,RL,0.313601,0.056760,0.322581
594156,WM,LR,0.202343,0.077269,0.470588
594156,WM,RL,0.252890,0.081036,0.441558
599671,WM,LR,1.450980,0.133229,0.535714
599671,WM,RL,1.911220,0.105761,0.525253
604537,WM,LR,0.899443,0.082394,0.329897
604537,WM,RL,1.282450,0.083445,0.500000
614439,WM,LR,2.066790,0.099082,0.347826
614439,WM,RL,1.580580,0.074191,0.395833
615744,WM,LR,0.168236,0.098267,0.462687
615744,WM,RL,0.268638,0.076010,0.407895
616645,WM,LR,0.231054,0.072586,0.471429
616645,WM,RL,0.242672,0.063175,0.459459
620434,WM,LR,0.409788,0.053527,0.507042
620434,WM,RL,0.182826,0.062480,0.420290
622236,WM,LR,0.218193,0.070319,0.384615
622236,WM,RL,0.345583,0.076896,0.418919
626648,WM,LR,0.588158,0.062903,0.433333
626648,WM,RL,0.385481,0.053650,0.457627
645450,WM,LR,0.475526,0.056133,0.318841
645450,WM,RL,0.639760,0.057614,0.478873
645551,WM,LR,0.168599,0.065604,0.421053
645551,WM,RL,0.731723,0.072640,0.356322
654350,WM,LR,0.245488,0.068918,0.421875
654350,WM,RL,0.593230,0.065909,0.529412
663755,WM,LR,0.482691,0.059144,0.435897
663755,WM,RL,0.461819,0.057790,0.493671
668361,WM,LR,0.339572,0.068480,0.566667
668361,WM,RL,NaN,NaN,NaN
673455,WM,LR,0.879521,0.104842,0.434211
673455,WM,RL,1.107300,0.114590,0.357143
693764,WM,LR,0.301439,0.070887,0.473684
693764,WM,RL,0.834749,0.077058,0.558559
701535,WM,LR,0.194528,0.085112,0.486111
701535,WM,RL,0.147981,0.067670,0.463768
756055,WM,LR,0.355409,0.094100,0.474359
756055,WM,RL,2.234050,0.119178,0.556818
761957,WM,LR,0.511015,0.090677,0.430380
761957,WM,RL,0.395558,0.082930,0.471264
774663,WM,LR,0.196646,0.057310,0.394366
774663,WM,RL,0.190100,0.053938,0.461538
788876,WM,LR,0.541013,0.160288,0.539683
788876,WM,RL,0.628315,0.171070,0.566038
793465,WM,LR,0.271404,0.096406,0.358209
793465,WM,RL,0.376716,0.079278,0.485714
803240,WM,LR,0.174492,0.092205,0.290000
803240,WM,RL,0.486474,0.064315,0.351351
810843,WM,LR,0.800225,0.146921,0.516129
810843,WM,RL,0.530936,0.136815,0.438776
815247,WM,LR,0.640276,0.082877,0.415094
815247,WM,RL,0.355757,0.058992,0.478261
816653,WM,LR,0.601959,0.073828,0.462963
816653,WM,RL,0.979697,0.077837,0.417910
825654,WM,LR,0.187667,0.122527,0.375000
825654,WM,RL,0.203174,0.091020,0.430556
828862,WM,LR,0.177581,0.095179,0.333333
828862,WM,RL,0.133406,0.086222,0.256098
833148,WM,LR,0.154156,0.042351,0.327273
833148,WM,RL,0.375835,0.041832,0.580247
841349,WM,LR,0.177244,0.075991,0.338028
841349,WM,RL,0.144043,0.067000,0.378378
849264,WM,LR,2.505000,0.146260,0.474227
849264,WM,RL,1.134290,0.125549,0.444444
856766,WM,LR,0.458742,0.090933,0.362500
856766,WM,RL,0.479337,0.078617,0.535211
856968,WM,LR,0.482330,0.101771,0.402439
856968,WM,RL,0.482064,0.088742,0.402439
865363,WM,LR,0.543780,0.068590,0.432990
865363,WM,RL,0.635553,0.077358,0.483871
872562,WM,LR,0.411175,0.058083,0.410959
872562,WM,RL,0.554785,0.053868,0.438356
873968,WM,LR,0.411162,0.079680,0.276923
873968,WM,RL,0.341026,0.068885,0.319444
877269,WM,LR,1.476340,0.112594,0.520000
877269,WM,RL,0.745099,0.064753,0.484375
880157,WM,LR,0.675805,0.061238,0.420455
880157,WM,RL,0.555908,0.059686,0.541667
894067,WM,LR,0.321803,0.087286,0.538462
894067,WM,RL,0.498680,0.080613,0.479167
902242,WM,LR,1.302330,0.064247,0.340909
902242,WM,RL,0.429561,0.057612,0.337838
904044,WM,LR,0.166688,0.078391,0.607143
904044,WM,RL,0.168845,0.074070,0.700000
922854,WM,LR,0.245091,0.144205,0.531250
922854,WM,RL,0.192497,0.129617,0.492958
930449,WM,LR,0.152056,0.068202,0.303571
930449,WM,RL,0.245790,0.064478,0.295082
932554,WM,LR,0.122134,0.046184,0.385714
932554,WM,RL,0.186711,0.051234,0.376471
942658,WM,LR,0.394273,0.079590,0.285714
942658,WM,RL,0.217348,0.071338,0.424242
952863,WM,LR,0.205668,0.094720,0.493671
952863,WM,RL,0.148649,0.082163,0.507937
965367,WM,LR,0.301282,0.055874,0.430556
965367,WM,RL,0.320694,0.048658,0.500000
979984,WM,LR,0.647443,0.131162,0.555556
979984,WM,RL,0.633316,0.124436,0.405797
987074,WM,LR,0.191244,0.064308,0.423529
987074,WM,RL,1.136610,0.045642,0.521277
990366,WM,LR,0.388203,0.083836,0.574074
990366,WM,RL,0.150120,0.077705,0.523077
993675,WM,LR,0.249350,0.076140,0.515152
993675,WM,RL,0.279976,0.087894,0.565789
100206,GAMBLING,LR,0.112299,0.042980,0.500000
100206,GAMBLING,RL,0.148536,0.048465,0.478261
101309,GAMBLING,LR,0.568397,0.050826,0.450000
101309,GAMBLING,RL,0.264259,0.050647,0.550000
101410,GAMBLING,LR,0.239582,0.105058,0.285714
101410,GAMBLING,RL,0.229704,0.101879,0.444444
101915,GAMBLING,LR,0.401152,0.069736,0.703704
101915,GAMBLING,RL,0.300416,0.065772,0.666667
105923,GAMBLING,LR,0.273731,0.062769,0.482759
105923,GAMBLING,RL,0.207155,0.052917,0.454545
108525,GAMBLING,LR,0.135398,0.068438,0.580645
108525,GAMBLING,RL,0.588069,0.074691,0.625000
109325,GAMBLING,LR,0.284863,0.131643,0.441176
109325,GAMBLING,RL,0.216342,0.120699,0.520000
110411,GAMBLING,LR,0.150059,0.048936,0.500000
110411,GAMBLING,RL,0.335280,0.042152,0.500000
111716,GAMBLING,LR,1.883240,0.077368,0.642857
111716,GAMBLING,RL,2.203670,0.085152,0.714286
112314,GAMBLING,LR,0.291277,0.057447,0.384615
112314,GAMBLING,RL,0.572737,0.064148,0.434783
112920,GAMBLING,LR,0.124933,0.091025,0.391304
112920,GAMBLING,RL,0.198684,0.083288,0.416667
113215,GAMBLING,LR,0.242644,0.084506,0.560000
113215,GAMBLING,RL,0.121460,0.063912,0.500000
114823,GAMBLING,LR,0.237686,0.054048,0.652174
114823,GAMBLING,RL,0.309001,0.047261,0.548387
118124,GAMBLING,LR,0.195030,0.100342,0.217391
118124,GAMBLING,RL,0.236075,0.102575,0.200000
118528,GAMBLING,LR,0.104785,0.062714,0.583333
118528,GAMBLING,RL,0.093294,0.054236,0.700000
118932,GAMBLING,LR,0.330211,0.097809,0.558140
118932,GAMBLING,RL,0.269674,0.090457,0.393939
119126,GAMBLING,LR,0.275873,0.092764,0.461538
119126,GAMBLING,RL,0.346816,0.075028,0.416667
119732,GAMBLING,LR,0.364689,0.058301,0.448276
119732,GAMBLING,RL,0.244404,0.062898,0.419355
120515,GAMBLING,LR,0.178476,0.119990,0.608696
120515,GAMBLING,RL,0.237986,0.097244,0.571429
121416,GAMBLING,LR,0.395568,0.069450,0.500000
121416,GAMBLING,RL,0.328904,0.063747,0.565217
122317,GAMBLING,LR,0.191930,0.049003,0.583333
122317,GAMBLING,RL,0.384076,0.048571,0.520000
124624,GAMBLING,LR,0.374632,0.142585,0.625000
124624,GAMBLING,RL,0.166320,0.127994,0.476190
127327,GAMBLING,LR,0.421818,0.073516,0.387097
127327,GAMBLING,RL,0.372835,0.087069,0.375000
127630,GAMBLING,LR,0.546872,0.122263,0.680000
127630,GAMBLING,RL,0.295251,0.102878,0.678571
129634,GAMBLING,LR,0.621343,0.056339,0.575758
129634,GAMBLING,RL,0.303926,0.042806,0.571429
130922,GAMBLING,LR,0.316531,0.075236,0.555556
130922,GAMBLING,RL,0.339635,0.069785,0.375000
135225,GAMBLING,LR,0.396359,0.077925,0.642857
135225,GAMBLING,RL,0.314343,0.116095,0.592593
135629,GAMBLING,LR,0.511565,0.060772,0.555556
135629,GAMBLING,RL,0.543604,0.063407,0.560000
135932,GAMBLING,LR,0.083476,0.065406,0.520000
135932,GAMBLING,RL,0.205195,0.058680,0.478261
137633,GAMBLING,LR,0.534239,0.079183,0.551724
137633,GAMBLING,RL,0.384782,0.104740,0.756757
138231,GAMBLING,LR,0.407730,0.088944,0.615385
138231,GAMBLING,RL,0.160723,0.091246,0.636364
142828,GAMBLING,LR,0.634818,0.069027,0.439024
142828,GAMBLING,RL,0.254383,0.071728,0.527778
144832,GAMBLING,LR,0.166275,0.096904,0.576923
144832,GAMBLING,RL,0.473534,0.073576,0.629630
146533,GAMBLING,LR,0.218279,0.071850,0.500000
146533,GAMBLING,RL,0.299034,0.068996,0.458333
147737,GAMBLING,LR,0.380689,0.090545,0.636364
147737,GAMBLING,RL,0.308107,0.062828,0.619048
150019,GAMBLING,LR,0.319754,0.080529,0.387097
150019,GAMBLING,RL,0.199068,0.069755,0.375000
150625,GAMBLING,LR,0.172620,0.053129,0.629630
150625,GAMBLING,RL,0.502450,0.067604,0.642857
151021,GAMBLING,LR,0.403969,0.093428,0.774194
151021,GAMBLING,RL,0.430561,0.116616,0.628571
151627,GAMBLING,LR,0.138475,0.064875,0.666667
151627,GAMBLING,RL,0.478913,0.068740,0.521739
151829,GAMBLING,LR,0.288746,0.059959,0.571429
151829,GAMBLING,RL,0.308123,0.040711,0.380952
152427,GAMBLING,LR,0.166891,0.057893,0.448276
152427,GAMBLING,RL,0.428721,0.046844,0.500000
153025,GAMBLING,LR,0.575685,0.056409,0.388889
153025,GAMBLING,RL,0.212150,0.064992,0.411765
153126,GAMBLING,LR,0.220534,0.141633,0.565217
153126,GAMBLING,RL,0.222390,0.143004,0.608696
153631,GAMBLING,LR,0.174772,0.041334,0.518519
153631,GAMBLING,RL,0.268427,0.048933,0.518519
154734,GAMBLING,LR,0.258775,0.066264,0.565217
154734,GAMBLING,RL,0.291372,0.056348,0.500000
155635,GAMBLING,LR,0.346099,0.085530,0.269231
155635,GAMBLING,RL,0.299011,0.087655,0.285714
156637,GAMBLING,LR,0.666083,0.168973,0.485714
156637,GAMBLING,RL,0.517581,0.161668,0.470588
157437,GAMBLING,LR,0.606547,0.115882,0.661290
157437,GAMBLING,RL,0.317392,0.123442,0.688525
158035,GAMBLING,LR,0.277012,0.056629,0.666667
158035,GAMBLING,RL,0.405395,0.052710,0.650000
159744,GAMBLING,LR,0.321448,0.061310,0.708333
159744,GAMBLING,RL,0.356214,0.078592,0.560000
162228,GAMBLING,LR,0.100168,0.062663,0.200000
162228,GAMBLING,RL,0.115376,0.059124,0.320000
162733,GAMBLING,LR,0.257500,0.105662,0.222222
162733,GAMBLING,RL,0.243903,0.088685,0.266667
164939,GAMBLING,LR,0.545811,0.116416,0.652174
164939,GAMBLING,RL,0.115384,0.080911,0.454545
165941,GAMBLING,LR,0.154205,0.172042,0.736842
165941,GAMBLING,RL,0.254170,0.143139,0.736842
166640,GAMBLING,LR,0.474970,0.105258,0.357143
166640,GAMBLING,RL,0.237155,0.117287,0.296296
168139,GAMBLING,LR,0.189873,0.089075,0.321429
168139,GAMBLING,RL,0.359296,0.081510,0.384615
169545,GAMBLING,LR,0.400911,0.079716,0.428571
169545,GAMBLING,RL,0.311162,0.066622,0.468750
173233,GAMBLING,LR,0.419628,0.044204,0.458333
173233,GAMBLING,RL,0.370583,0.041631,0.136364
173435,GAMBLING,LR,0.137532,0.052340,0.357143
173435,GAMBLING,RL,0.134884,0.052307,0.481481
173536,GAMBLING,LR,0.120075,0.061248,0.565217
173536,GAMBLING,RL,0.292507,0.062594,0.636364
173839,GAMBLING,LR,0.467397,0.074621,0.480000
173839,GAMBLING,RL,0.448644,0.078744,0.434783
173940,GAMBLING,LR,0.171017,0.055921,0.400000
173940,GAMBLING,RL,0.165612,0.059649,0.280000
174437,GAMBLING,LR,0.204638,0.069486,0.400000
174437,GAMBLING,RL,0.203631,0.070374,0.526316
175136,GAMBLING,LR,0.133670,0.084034,0.454545
175136,GAMBLING,RL,0.191619,0.080284,0.538462
175338,GAMBLING,LR,0.463467,0.083711,0.571429
175338,GAMBLING,RL,0.292538,0.055578,0.548387
175742,GAMBLING,LR,0.292493,0.075088,0.619048
175742,GAMBLING,RL,0.584533,0.074779,0.521739
176441,GAMBLING,LR,0.508027,0.067904,0.629630
176441,GAMBLING,RL,0.269130,0.063429,0.666667
176845,GAMBLING,LR,0.379969,0.081103,0.434783
176845,GAMBLING,RL,0.271178,0.103963,0.360000
178748,GAMBLING,LR,0.370048,0.045259,0.521739
178748,GAMBLING,RL,1.391940,0.077072,0.666667
178950,GAMBLING,LR,0.171634,0.063122,0.571429
178950,GAMBLING,RL,0.151440,0.099646,0.666667
180230,GAMBLING,LR,0.119143,0.081459,0.444444
180230,GAMBLING,RL,0.160879,0.059440,0.375000
180836,GAMBLING,LR,0.242349,0.088924,0.481481
180836,GAMBLING,RL,0.281775,0.091214,0.576923
181131,GAMBLING,LR,0.210292,0.136712,0.571429
181131,GAMBLING,RL,0.453278,0.108542,0.500000
187143,GAMBLING,LR,0.129837,0.097188,0.478261
187143,GAMBLING,RL,0.120471,0.105804,0.380952
188145,GAMBLING,LR,0.171698,0.104801,0.722222
188145,GAMBLING,RL,0.202838,0.117034,0.736842
188347,GAMBLING,LR,0.487216,0.061177,0.652174
188347,GAMBLING,RL,0.148418,0.081164,0.608696
188448,GAMBLING,LR,0.095169,0.049769,0.481481
188448,GAMBLING,RL,0.184327,0.039146,0.461538
188549,GAMBLING,LR,0.076203,0.054787,0.300000
188549,GAMBLING,RL,0.107528,0.051276,0.350000
191235,GAMBLING,LR,0.675504,0.086442,0.566667
191235,GAMBLING,RL,0.850888,0.074790,0.531250
192843,GAMBLING,LR,0.233887,0.062197,0.523810
192843,GAMBLING,RL,0.483449,0.062976,0.428571
193239,GAMBLING,LR,0.302268,0.058308,0.476190
193239,GAMBLING,RL,0.288614,0.074049,0.625000
196144,GAMBLING,LR,0.105163,0.108714,0.600000
196144,GAMBLING,RL,0.151196,0.099205,0.608696
196346,GAMBLING,LR,0.168917,0.062509,0.333333
196346,GAMBLING,RL,0.137040,0.060435,0.476190
198350,GAMBLING,LR,0.375468,0.068520,0.357143
198350,GAMBLING,RL,0.160392,0.071427,0.444444
199958,GAMBLING,LR,0.354574,0.088387,0.560000
199958,GAMBLING,RL,0.195821,0.085284,0.541667
202113,GAMBLING,LR,0.329318,0.083156,0.452381
202113,GAMBLING,RL,0.586613,0.059954,0.354839
204622,GAMBLING,LR,1.001110,0.088746,0.529412
204622,GAMBLING,RL,0.171233,0.090529,0.485714
206828,GAMBLING,LR,0.140508,0.060345,0.448276
206828,GAMBLING,RL,0.259230,0.080406,0.551724
208125,GAMBLING,LR,0.230310,0.062447,0.416667
208125,GAMBLING,RL,0.164847,0.061375,0.608696
208226,GAMBLING,LR,0.683010,0.099561,0.484848
208226,GAMBLING,RL,0.893014,0.078733,0.322581
208327,GAMBLING,LR,0.268317,0.052512,0.481481
208327,GAMBLING,RL,0.418196,0.057742,0.464286
209935,GAMBLING,LR,0.520479,0.082641,0.633333
209935,GAMBLING,RL,0.183073,0.045963,0.571429
210415,GAMBLING,LR,0.112678,0.124309,0.619048
210415,GAMBLING,RL,0.178927,0.174778,0.720000
211114,GAMBLING,LR,0.355763,0.107403,0.516129
211114,GAMBLING,RL,0.398414,0.090577,0.733333
211215,GAMBLING,LR,0.190043,0.084392,0.541667
211215,GAMBLING,RL,0.183439,0.057651,0.555556
211619,GAMBLING,LR,0.159724,0.061001,0.428571
211619,GAMBLING,RL,0.580976,0.070666,0.476190
211720,GAMBLING,LR,0.369713,0.083914,0.517241
211720,GAMBLING,RL,0.228831,0.068394,0.407407
217429,GAMBLING,LR,0.208048,0.050111,0.578947
217429,GAMBLING,RL,0.247490,0.055800,0.727273
224022,GAMBLING,LR,0.203894,0.141386,0.590909
224022,GAMBLING,RL,0.183467,0.161407,0.772727
237334,GAMBLING,LR,0.163115,0.097549,0.480000
237334,GAMBLING,RL,0.177249,0.121238,0.625000
250932,GAMBLING,LR,0.627783,0.056969,0.583333
250932,GAMBLING,RL,0.882606,0.054235,0.478261
256540,GAMBLING,LR,0.141774,0.092122,0.523810
256540,GAMBLING,RL,0.164291,0.061376,0.500000
275645,GAMBLING,LR,1.311580,0.098958,0.739130
275645,GAMBLING,RL,0.256711,0.093265,0.423077
304020,GAMBLING,LR,0.123377,0.087476,0.625000
304020,GAMBLING,RL,0.202841,0.100993,0.681818
305830,GAMBLING,LR,0.605116,0.116328,0.600000
305830,GAMBLING,RL,0.137934,0.122543,0.550000
308331,GAMBLING,LR,0.658650,0.099108,0.655172
308331,GAMBLING,RL,0.398932,0.089619,0.600000
317332,GAMBLING,LR,0.080087,0.067993,0.500000
317332,GAMBLING,RL,0.149069,0.077595,0.464286
329844,GAMBLING,LR,0.184746,0.090876,0.625000
329844,GAMBLING,RL,0.223902,0.074137,0.409091
334635,GAMBLING,LR,0.153971,0.083863,0.363636
334635,GAMBLING,RL,0.187038,0.096222,0.523810
346137,GAMBLING,LR,0.338446,0.140811,0.500000
346137,GAMBLING,RL,0.410640,0.126835,0.650000
349244,GAMBLING,LR,0.226825,0.085570,0.558824
349244,GAMBLING,RL,0.215591,0.078976,0.533333
350330,GAMBLING,LR,0.161800,0.092694,0.520000
350330,GAMBLING,RL,0.276126,0.095430,0.608696
355239,GAMBLING,LR,0.477494,0.142753,0.250000
355239,GAMBLING,RL,0.339699,0.131537,0.476190
378857,GAMBLING,LR,0.834385,0.064891,0.520000
378857,GAMBLING,RL,0.422886,0.065912,0.541667
379657,GAMBLING,LR,0.108967,0.068838,0.416667
379657,GAMBLING,RL,0.306233,0.079173,0.586207
381543,GAMBLING,LR,0.407560,0.051120,0.411765
381543,GAMBLING,RL,0.368840,0.049955,0.500000
394956,GAMBLING,LR,0.213693,0.058208,0.600000
394956,GAMBLING,RL,0.161773,0.056607,0.500000
406432,GAMBLING,LR,0.270861,0.072662,0.392857
406432,GAMBLING,RL,0.249062,0.068220,0.444444
419239,GAMBLING,LR,0.341832,0.118392,0.500000
419239,GAMBLING,RL,0.339157,0.140762,0.684211
436239,GAMBLING,LR,0.197345,0.073458,0.714286
436239,GAMBLING,RL,0.255049,0.070303,0.636364
445543,GAMBLING,LR,0.453403,0.074579,0.400000
445543,GAMBLING,RL,0.236160,0.094613,0.413793
459453,GAMBLING,LR,0.181062,0.076119,0.578947
459453,GAMBLING,RL,0.257310,0.066287,0.450000
475855,GAMBLING,LR,0.128355,0.076674,0.444444
475855,GAMBLING,RL,0.460379,0.086890,0.518519
510326,GAMBLING,LR,0.215564,0.071524,0.428571
510326,GAMBLING,RL,0.143303,0.068307,0.407407
513736,GAMBLING,LR,0.782854,0.054586,0.458333
513736,GAMBLING,RL,0.232599,0.062771,0.545455
522434,GAMBLING,LR,0.118284,0.068011,0.666667
522434,GAMBLING,RL,0.251635,0.057761,0.636364
529549,GAMBLING,LR,0.184356,0.097894,0.444444
529549,GAMBLING,RL,0.145624,0.089631,0.384615
530635,GAMBLING,LR,0.134909,0.121487,0.538462
530635,GAMBLING,RL,0.210883,0.103728,0.384615
540436,GAMBLING,LR,0.376010,0.058494,0.600000
540436,GAMBLING,RL,0.283483,0.049290,0.631579
553344,GAMBLING,LR,0.244976,0.058268,0.333333
553344,GAMBLING,RL,0.536742,0.059851,0.285714
555651,GAMBLING,LR,0.408242,0.068390,0.550000
555651,GAMBLING,RL,0.338495,0.056769,0.526316
559457,GAMBLING,LR,0.260226,0.090378,0.500000
559457,GAMBLING,RL,0.143365,0.099195,0.515152
566454,GAMBLING,LR,0.266918,0.111349,0.521739
566454,GAMBLING,RL,0.539151,0.086955,0.652174
571144,GAMBLING,LR,0.149143,0.044423,0.523810
571144,GAMBLING,RL,0.229429,0.052429,0.529412
580650,GAMBLING,LR,0.331296,0.116111,0.450000
580650,GAMBLING,RL,0.499023,0.118756,0.523810
581349,GAMBLING,LR,0.292592,0.089264,0.500000
581349,GAMBLING,RL,0.210145,0.094983,0.523810
587664,GAMBLING,LR,0.443067,0.053674,0.631579
587664,GAMBLING,RL,0.756314,0.060324,0.523810
588565,GAMBLING,LR,0.198271,0.086883,0.600000
588565,GAMBLING,RL,0.171187,0.054924,0.565217
594156,GAMBLING,LR,0.411507,0.068524,0.576923
594156,GAMBLING,RL,0.254011,0.087730,0.518519
599671,GAMBLING,LR,1.175790,0.182727,0.565217
599671,GAMBLING,RL,1.016760,0.115442,0.756757
604537,GAMBLING,LR,0.814923,0.100861,0.675000
604537,GAMBLING,RL,1.225450,0.074140,0.468750
614439,GAMBLING,LR,2.160140,0.083726,0.407407
614439,GAMBLING,RL,1.837640,0.117507,0.410256
615744,GAMBLING,LR,0.218967,0.085420,0.521739
615744,GAMBLING,RL,0.326985,0.072075,0.640000
616645,GAMBLING,LR,0.664745,0.053172,0.451613
616645,GAMBLING,RL,0.304994,0.059888,0.500000
620434,GAMBLING,LR,0.115642,0.046557,0.480000
620434,GAMBLING,RL,0.300086,0.064418,0.500000
622236,GAMBLING,LR,0.338852,0.060323,0.400000
622236,GAMBLING,RL,0.238984,0.064461,0.166667
