subj,WorkingMemory,Reward
100206,-23.992731,3.661371
101309,-28.176592,2.973849
101410,-6.675537,-1.818325
101915,5.027952,4.439752
105923,-9.927638,7.984850
108525,0.635179,3.762654
109325,-12.872134,-17.028606
110411,-46.264521,8.461430
111716,6.119590,-11.761965
112314,-9.459628,-7.386722
112920,-3.357574,-3.266669
113215,-10.207745,-1.895937
114823,-7.751184,7.024065
118124,-6.855234,-25.877661
118528,2.206064,-11.490454
118932,-2.517419,-17.215186
119126,-17.862655,20.234293
119732,5.279659,-30.199490
120515,3.171192,-8.874871
121416,14.858809,-35.064330
122317,-3.459480,-14.167923
124624,7.981140,-2.000909
127327,-0.945273,-0.279221
127630,17.730464,-1.389247
129634,-14.140810,-17.094904
130922,12.328049,-1.328289
135225,-12.938635,4.053531
135629,36.811502,-1.366808
135932,5.091443,-7.480113
137633,25.924402,3.946868
138231,1.762502,-1.747138
142828,3.589005,-2.599928
144832,-3.775031,-11.254499
146533,-18.279513,16.404167
147737,-2.482323,2.370775
150019,22.682320,0.654894
150625,-6.886122,-3.778643
151021,0.743645,-0.873422
151627,-0.008266,-2.903896
151829,-0.399363,-2.886575
152427,17.319002,-19.828775
153025,-6.342502,-1.018898
153126,-9.762832,-12.292655
153631,15.106021,-0.779810
154734,14.515628,2.579250
155635,30.054800,-16.793135
156637,7.653318,1.701357
157437,47.296778,-20.249322
158035,20.198611,4.040381
159744,3.914416,-12.325625
162228,23.728151,-6.217962
162733,-4.319336,7.938787
164939,-8.424834,18.530376
165941,-4.144400,13.296894
166640,11.601804,4.818531
168139,1.482451,-7.128367
169545,-24.275136,12.630130
173233,-9.994007,20.288186
173435,23.673239,-15.767270
173536,-3.493361,3.405140
173839,1.186570,-16.228403
173940,-9.515397,0.295083
174437,2.037608,-12.536200
175136,1.842858,3.402833
175338,2.053818,-4.658960
175742,22.281395,4.250198
176441,-15.057392,15.400077
176845,-4.177731,-14.621537
178748,-4.754769,-9.768138
178950,-6.260418,-1.922570
180230,36.008646,-1.621068
180836,-5.231426,-10.630670
181131,8.672629,-6.568591
187143,6.979647,-13.822527
188145,-5.526439,6.029992
188347,21.631280,27.419860
188448,11.843097,3.834833
188549,11.364020,-12.949079
191235,64.071802,29.086130
192843,25.672462,-4.140039
193239,-3.399362,-12.221678
196144,25.780277,21.492103
196346,-6.094422,-15.837333
198350,-12.593459,-2.016561
199958,-12.447603,12.936185
202113,23.589851,-3.356909
204622,-20.747833,-5.505942
206828,-19.209682,-15.601339
208125,-19.383021,17.461040
208226,30.763700,17.628134
208327,2.043140,18.852511
209935,-2.403500,8.413159
210415,2.193385,-0.848864
211114,2.074185,-3.253015
211215,2.392263,9.634200
211619,24.016201,-8.125293
211720,14.688550,-2.814367
217429,-9.521846,9.850912
224022,29.837574,2.308863
237334,2.229016,-1.164797
250932,-3.401592,6.810034
256540,6.044718,-31.751157
275645,35.294963,4.545741
304020,9.936516,10.127064
305830,15.096134,-4.291210
308331,-2.685467,-0.867385
317332,-1.224868,-30.312916
329844,20.851956,0.258430
334635,13.184144,5.683793
346137,15.898891,-4.647924
349244,24.683352,-8.788063
350330,2.285950,13.307299
355239,-11.225480,14.369504
378857,-8.682497,-8.233776
379657,-6.427309,-13.952037
381543,-8.968608,2.687984
394956,-28.329046,-10.304876
406432,7.425818,-8.366065
419239,0.053804,-0.441822
436239,30.952520,0.885864
445543,22.058037,-26.807006
459453,-1.063922,15.264737
475855,2.720401,-23.769135
510326,9.976029,-2.571480
513736,-0.835652,-8.772579
522434,6.744128,-5.953861
529549,-32.784087,21.717809
530635,-11.286874,6.086888
540436,13.076889,-7.961283
553344,3.544852,8.224869
555651,19.514732,14.843335
559457,6.718775,0.544893
566454,21.831810,-2.713290
571144,8.860197,8.286585
580650,9.500276,-2.195741
581349,-6.271356,-0.015883
587664,-23.074795,3.001585
588565,-6.831386,0.974825
594156,5.574723,-13.302815
599671,-11.121973,-44.304811
604537,-30.601262,-22.382972
614439,-2.988388,-35.794142
615744,-13.182390,-7.896047
616645,31.262064,2.290459
620434,-2.208796,-3.199480
622236,-3.766371,20.760194
626648,4.442518,-27.279748
645450,0.980512,-1.666271
645551,17.222970,-3.925336
654350,1.373551,-3.046667
663755,1.435841,-6.891404
668361,NaN,9.380054
673455,16.293210,-7.202487
693764,15.543287,12.938816
701535,-0.616538,12.995525
756055,-1.733755,-16.764308
761957,2.244907,1.590808
774663,-22.923676,25.944434
788876,24.442337,18.543317
793465,45.306105,8.719781
803240,-27.670505,-9.684116
810843,-5.097371,30.248869
815247,-27.863255,-8.971462
816653,29.840198,-3.696172
825654,-6.835621,-2.167303
828862,3.601119,14.641980
833148,-11.136657,6.126947
841349,1.415658,-6.422853
849264,100.321388,-12.071290
856766,9.391445,26.221275
856968,-24.275798,4.026723
865363,9.185033,-8.515820
872562,-35.847909,-26.763753
873968,-28.718319,-12.311563
877269,11.382559,-18.813235
880157,3.650606,6.889294
894067,10.147399,-26.239354
902242,-8.217523,2.574119
904044,-14.146340,-7.747230
922854,2.101263,3.107252
930449,25.356839,-5.648162
932554,-1.955324,22.822131
942658,-15.957606,13.568398
952863,-8.137993,15.357579
965367,6.006816,0.496321
979984,-5.025131,-13.982192
987074,-11.599538,-11.064146
990366,-3.279583,0.691679
993675,-23.520817,-21.764729
