subj,abs_mean,rel_mean,pct_removed
100206,0.130417,0.045723,0.489130
101309,0.416328,0.050737,0.500000
101410,0.234643,0.103468,0.365079
101915,0.350784,0.067754,0.685185
105923,0.240443,0.057843,0.468652
108525,0.361733,0.071565,0.602823
109325,0.250603,0.126171,0.480588
110411,0.242670,0.045544,0.500000
111716,2.043455,0.081260,0.678571
112314,0.432007,0.060798,0.409699
112920,0.161808,0.087157,0.403986
113215,0.182052,0.074209,0.530000
114823,0.273344,0.050655,0.600281
118124,0.215553,0.101459,0.208696
118528,0.099039,0.058475,0.641667
118932,0.299943,0.094133,0.476039
119126,0.311345,0.083896,0.439103
119732,0.304546,0.060599,0.433815
120515,0.208231,0.108617,0.590062
121416,0.362236,0.066598,0.532609
122317,0.288003,0.048787,0.551667
124624,0.270476,0.135290,0.550595
127327,0.397327,0.080293,0.381048
127630,0.421061,0.112570,0.679286
129634,0.462634,0.049572,0.573593
130922,0.328083,0.072511,0.465278
135225,0.355351,0.097010,0.617725
135629,0.527585,0.062089,0.557778
135932,0.144336,0.062043,0.499130
137633,0.459511,0.091962,0.654240
138231,0.284226,0.090095,0.625874
142828,0.444601,0.070377,0.483401
144832,0.319905,0.085240,0.603276
146533,0.258657,0.070423,0.479167
147737,0.344398,0.076687,0.627706
150019,0.259411,0.075142,0.381048
150625,0.337535,0.060366,0.636243
151021,0.417265,0.105022,0.701382
151627,0.308694,0.066807,0.594203
151829,0.298434,0.050335,0.476190
152427,0.297806,0.052368,0.474138
153025,0.393918,0.060701,0.400327
153126,0.221462,0.142319,0.586957
153631,0.221600,0.045133,0.518519
154734,0.275073,0.061306,0.532609
155635,0.322555,0.086593,0.277473
156637,0.591832,0.165321,0.478151
157437,0.461969,0.119662,0.674907
158035,0.341203,0.054670,0.658333
159744,0.338831,0.069951,0.634167
162228,0.107772,0.060894,0.260000
162733,0.250702,0.097173,0.244444
164939,0.330598,0.098664,0.553360
165941,0.204188,0.157590,0.736842
166640,0.356063,0.111272,0.326720
168139,0.274585,0.085292,0.353022
169545,0.356036,0.073169,0.448661
173233,0.395105,0.042917,0.297348
173435,0.136208,0.052323,0.419312
173536,0.206291,0.061921,0.600791
173839,0.458020,0.076683,0.457391
