subj,WorkingMemory,Reward
100206,-0.370552,0.744807
101309,-0.400220,0.288282
101410,-2.013701,-0.098719
101915,-0.860698,-0.993680
105923,-0.751128,0.409574
108525,1.088516,0.976450
109325,-0.432032,0.960707
110411,-0.898666,-0.741892
111716,-0.593779,0.081721
112314,-1.401906,0.442310
112920,-2.635376,-0.562869
113215,1.350177,1.146697
114823,-1.037181,-0.192364
118124,-2.567837,-0.987196
118528,-1.479317,-1.159114
118932,0.489565,-1.135198
119126,-2.729242,1.727764
119732,0.115457,-0.971729
120515,1.157124,-0.301443
121416,-1.402287,0.815900
122317,1.435305,1.214778
124624,-0.863487,0.251354
127327,-0.546442,0.421356
127630,1.556014,-0.322089
129634,-1.103929,0.717464
130922,-1.621062,1.324205
135225,-0.241752,-0.558585
135629,-2.415370,0.277082
135932,-2.798833,2.062122
137633,1.323539,-1.102554
138231,-0.866159,1.495481
142828,0.524526,-1.124492
144832,1.038903,0.923502
146533,1.630534,0.165070
147737,0.228060,2.031217
150019,0.419871,1.120955
150625,-1.493492,-0.497834
151021,-0.013391,-0.153615
151627,-1.213808,0.056636
151829,-1.802940,1.221350
152427,0.235445,-0.267807
153025,-1.385135,0.938504
153126,-2.904149,-0.987801
153631,-1.387561,0.006771
154734,-0.366764,-0.620660
155635,-2.256804,-0.373064
156637,-0.971560,0.731974
157437,-1.096961,-0.169223
158035,-2.604607,0.697580
159744,0.154770,-0.183421
162228,1.512419,-1.092265
162733,-0.304622,-0.832009
164939,-2.010106,-0.867903
165941,-0.961347,0.226669
166640,1.024023,0.807560
168139,-1.154062,1.475492
169545,-0.929581,-2.541943
173233,0.909590,-0.272886
173435,-0.531953,-0.782213
173536,-3.560839,-0.173299
173839,-0.332627,0.222641
173940,-1.653054,-0.297562
174437,-0.522744,2.720143
175136,-0.972401,1.365238
175338,-0.704414,-0.837877
175742,-0.472298,-0.270703
176441,0.252249,1.828868
176845,-1.143875,1.222936
178748,-0.512716,0.528124
178950,-1.474168,-1.680935
180230,-3.578579,-2.001459
180836,-2.757839,-1.133705
181131,-1.528861,1.295320
187143,0.245532,0.296804
188145,-1.350596,-0.503659
188347,-3.361883,-1.718632
188448,-2.956357,1.138150
188549,0.880288,-0.074211
191235,-1.014185,0.408786
192843,0.990569,-0.567330
193239,0.335141,-0.297133
196144,-1.157348,-0.271129
196346,1.288412,-1.179653
198350,-0.110796,0.929897
199958,-0.029259,-0.925913
202113,1.188578,2.312389
204622,-0.157311,0.583461
206828,1.448107,-1.518739
208125,-1.950661,2.536796
208226,-0.587020,2.044600
208327,1.734931,0.423901
209935,1.217206,0.141077
210415,-1.899403,1.299023
211114,-0.600082,0.214417
211215,-0.626733,0.658587
211619,-0.196511,1.108823
211720,-1.338493,1.507542
217429,-0.865718,0.746406
224022,0.895490,0.572795
237334,-1.461142,-0.607394
250932,-0.168484,-0.476465
256540,0.598009,-1.694078
275645,-2.805021,0.536157
304020,1.754942,0.602382
305830,-0.450071,0.526178
308331,0.434177,0.813170
317332,-2.013577,-0.625024
329844,-1.196861,-0.640802
334635,-0.707790,-1.027683
346137,0.056896,-0.880379
349244,-1.839891,-1.871074
350330,1.151612,0.892703
355239,0.723145,2.010226
378857,0.795781,-1.488271
379657,0.578306,1.226535
381543,-1.684089,-0.842188
394956,-1.126083,-1.216069
406432,1.008369,-0.012726
419239,0.946593,-1.190300
436239,1.405266,2.423234
445543,-2.689704,-0.141473
459453,-0.018297,-0.237531
475855,2.916322,-0.479532
510326,-1.143310,-1.532255
513736,-1.210076,0.277263
522434,-0.193611,-0.820921
529549,-2.911371,-0.245955
530635,0.528346,0.053668
540436,-1.419148,-0.735833
553344,-2.789814,-0.943791
555651,1.769824,0.225935
559457,0.837960,0.080591
566454,-1.159957,0.414967
571144,1.467588,0.132133
580650,0.764355,-0.685581
581349,0.369657,0.106192
587664,0.175248,-0.426929
588565,-0.579888,0.971978
594156,-1.689118,-1.856549
599671,1.586023,-0.144422
604537,-1.025553,0.484070
614439,3.272116,-3.213157
615744,-2.175763,-0.539873
616645,-0.009444,1.050664
620434,-0.105938,-0.226850
622236,-0.506575,0.758627
626648,-0.253372,-2.962180
645450,-0.619604,2.713034
645551,-1.559788,-0.009138
654350,0.192425,-0.540264
663755,-0.649117,-1.958713
668361,NaN,3.221373
673455,0.094250,-1.554448
693764,-2.077912,1.231467
701535,2.198233,-0.575138
756055,-0.277219,-0.094326
761957,1.678795,0.841371
774663,-3.051618,1.465689
788876,0.676474,0.044830
793465,-0.162587,0.588342
803240,-2.442537,-1.771550
810843,0.892544,1.445916
815247,-0.607424,-1.087008
816653,-1.919971,-0.368791
825654,-2.023471,1.521712
828862,-1.437090,-0.592541
833148,-0.900763,-0.725999
841349,-0.230395,0.107407
849264,1.515584,-1.228426
856766,1.027561,0.691823
856968,-1.661903,-0.918309
865363,-1.266703,-0.725708
872562,-0.589622,0.358375
873968,-0.532596,-0.735381
877269,0.378470,-0.051593
880157,-0.957029,0.041853
894067,0.610034,-1.702137
902242,-1.068577,0.746329
904044,-0.531878,-2.586597
922854,-4.463901,-1.423237
930449,0.724300,0.005373
932554,-1.150201,-1.524112
942658,-1.185629,-0.160439
952863,0.218428,-0.298728
965367,-0.537391,1.615032
979984,-1.277103,0.629601
987074,-1.011818,-1.379063
990366,1.175624,0.211917
993675,-4.629556,-0.102273
