subj,abs_mean,rel_mean,pct_removed
645450,0.119349,0.066296,0.323810
645551,0.242705,0.063441,0.400446
654350,0.213286,0.067399,0.452731
663755,0.554550,0.052424,0.416446
668361,0.566570,0.091030,0.491935
673455,0.352566,0.082307,0.443755
693764,0.258870,0.064502,0.438889
701535,0.467989,0.062205,0.474342
756055,1.094031,0.163776,0.455098
761957,0.423791,0.093373,0.553322
774663,0.145674,0.048414,0.401786
788876,0.380010,0.140532,0.662669
793465,0.248971,0.086674,0.351904
803240,0.907066,0.077740,0.386876
810843,1.036920,0.163820,0.637255
815247,0.696640,0.080796,0.456349
816653,0.177668,0.075841,0.509972
825654,0.246724,0.125607,0.310753
828862,0.889863,0.081462,0.396104
833148,0.069308,0.038884,0.464286
841349,0.482027,0.072298,0.387255
849264,1.285020,0.106763,0.610902
856766,0.351957,0.109104,0.502457
856968,0.279803,0.107370,0.260101
865363,0.432254,0.059663,0.520803
872562,0.194686,0.063937,0.510000
873968,0.364051,0.084185,0.404971
877269,0.230633,0.074182,0.519157
880157,0.186850,0.070194,0.418114
894067,0.664348,0.121637,0.525758
902242,0.369360,0.049040,0.331818
904044,0.196942,0.077276,0.589394
922854,0.146099,0.156340,0.399038
930449,0.256216,0.063557,0.282878
932554,0.130564,0.060929,0.375676
942658,0.199816,0.065637,0.353220
952863,0.313246,0.066766,0.418449
965367,0.154884,0.046478,0.512019
979984,0.331848,0.132034,0.404762
987074,0.810592,0.089883,0.628119
990366,0.476438,0.080308,0.515625
993675,0.329367,0.098717,0.465144
