subj,abs_mean,rel_mean,pct_removed
100206,0.262308,0.054334,0.456597
101309,0.409739,0.049512,0.490741
101410,0.195782,0.086022,0.412987
101915,0.479065,0.080708,0.545455
105923,0.485268,0.072491,0.478884
108525,0.890520,0.120210,0.434165
109325,0.398122,0.114082,0.427463
110411,0.210355,0.048460,0.374419
111716,0.770535,0.083193,0.545093
112314,1.029221,0.057305,0.442308
112920,0.206834,0.066671,0.272826
113215,0.120198,0.052878,0.389541
114823,0.312889,0.062903,0.535121
118124,0.169848,0.111813,0.326667
118528,0.238289,0.061262,0.550000
118932,0.383541,0.077431,0.468601
119126,0.222676,0.100652,0.431689
119732,0.216935,0.082339,0.300676
120515,0.136163,0.097471,0.515018
121416,0.263343,0.077161,0.542051
122317,0.239382,0.062218,0.425647
124624,0.435466,0.123005,0.390518
127327,0.706513,0.122751,0.471154
127630,0.437297,0.110179,0.482759
129634,2.952254,0.068799,0.623611
130922,0.897783,0.066538,0.361530
135225,0.489386,0.071124,0.398026
135629,0.220261,0.053833,0.456576
135932,0.087741,0.057118,0.354113
137633,0.339280,0.070059,0.442125
138231,0.196344,0.074506,0.557778
142828,0.304624,0.109745,0.483431
144832,0.324130,0.074096,0.437192
146533,0.275985,0.069643,0.498039
147737,0.252246,0.095108,0.381552
150019,0.147327,0.069484,0.400075
150625,0.576977,0.093473,0.547538
151021,0.681488,0.099604,0.545027
151627,0.209030,0.062346,0.407500
151829,0.259726,0.046042,0.371538
152427,0.363591,0.056860,0.301471
153025,0.264136,0.061394,0.441633
153126,0.280689,0.159793,0.533046
153631,0.206026,0.044737,0.345161
154734,0.204158,0.061116,0.430769
155635,0.279273,0.118456,0.300334
156637,0.474244,0.168930,0.297759
157437,0.504440,0.089785,0.578788
158035,0.111979,0.051845,0.519490
159744,0.345641,0.064106,0.513692
162228,0.286944,0.062829,0.339583
162733,0.289614,0.119954,0.281753
164939,1.308815,0.105656,0.458301
165941,0.131589,0.104653,0.430502
166640,1.250665,0.135541,0.394022
168139,0.367862,0.112208,0.163534
169545,0.431508,0.072905,0.428105
173233,0.504545,0.054090,0.359375
173435,0.230137,0.044611,0.349265
173536,0.309872,0.050526,0.500000
173839,1.103467,0.108812,0.414530
173940,0.184843,0.056176,0.387701
174437,0.260230,0.094800,0.377622
175136,0.269069,0.058084,0.424510
175338,0.321678,0.061834,0.470653
175742,0.407408,0.054628,0.467391
176441,0.755510,0.124233,0.595925
176845,0.407609,0.085857,0.427273
178748,0.501875,0.094450,0.552817
178950,0.176876,0.054223,0.374138
180230,0.357569,0.074402,0.474713
180836,0.414793,0.116448,0.586661
181131,0.780193,0.118826,0.465336
187143,0.180573,0.103463,0.347059
188145,0.253653,0.100097,0.530797
188347,0.101173,0.076187,0.538810
188448,0.077172,0.049701,0.368845
188549,0.153048,0.096868,0.362319
191235,0.394222,0.107612,0.534250
192843,0.545404,0.063025,0.368371
193239,0.496176,0.059694,0.554917
196144,0.167039,0.094951,0.556319
196346,0.241396,0.074664,0.321937
198350,0.999366,0.100586,0.462215
199958,0.191765,0.095873,0.390625
202113,0.287150,0.062385,0.355556
204622,1.021091,0.099850,0.381746
206828,0.220535,0.087978,0.393137
208125,0.247509,0.067112,0.350000
208226,0.470183,0.076917,0.396772
208327,0.282803,0.049930,0.308333
209935,0.610281,0.075865,0.467570
210415,0.235966,0.182479,0.536866
211114,0.361802,0.128298,0.579072
211215,0.138597,0.060785,0.479167
211619,0.359075,0.075254,0.517857
211720,0.293661,0.090781,0.273611
217429,0.183670,0.051966,0.467033
224022,0.953212,0.164730,0.544335
237334,0.189152,0.103885,0.483333
250932,0.518689,0.056890,0.470769
256540,0.203114,0.081691,0.416667
275645,0.321021,0.091399,0.470833
304020,0.358671,0.101268,0.566952
305830,0.195969,0.111339,0.434783
308331,0.449075,0.099682,0.653639
317332,NaN,NaN,NaN
329844,0.170536,0.082244,0.461538
334635,0.423613,0.095659,0.358974
346137,0.654048,0.115187,0.489899
349244,0.224892,0.060465,0.406647
350330,0.688638,0.059297,0.445185
355239,0.274836,0.162992,0.474754
378857,0.473057,0.072582,0.480797
379657,0.902899,0.078060,0.566888
381543,0.539176,0.064797,0.457516
394956,0.425252,0.054980,0.498626
406432,0.332445,0.079528,0.545037
419239,0.328869,0.124355,0.535714
436239,0.319359,0.066258,0.529167
445543,0.532151,0.111210,0.524359
459453,0.213846,0.061308,0.400714
475855,0.297436,0.081280,0.423563
510326,0.326948,0.083498,0.396991
513736,0.484094,0.065566,0.352308
522434,0.112894,0.076608,0.452991
529549,0.170690,0.080690,0.317659
530635,0.278606,0.109833,0.418269
540436,0.204475,0.053515,0.456061
553344,0.270906,0.067426,0.339184
555651,0.118189,0.060090,0.313783
559457,0.198078,0.086914,0.366319
566454,0.311333,0.097085,0.525758
571144,0.184043,0.070903,0.444444
580650,0.458895,0.114481,0.520870
581349,0.385726,0.114522,0.433333
587664,0.402768,0.073344,0.538352
588565,0.161870,0.089697,0.295797
594156,0.354805,0.076986,0.359447
599671,0.158713,0.072490,0.512301
604537,0.638648,0.089940,0.304762
614439,0.791704,0.083451,0.463563
615744,0.300731,0.077769,0.507407
616645,0.410559,0.051920,0.424030
620434,0.459518,0.063137,0.490909
622236,0.201001,0.064203,0.271839
626648,0.212950,0.067154,0.419872
